cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
AT1G35670.1,AT3G59910.2,AT1G04970.3,AT2G20490.1,AT1G34315.1,AT3G04810.3,AT4G35470.2,AT1G16300.1
AT1G15030.1,AT5G62165.1,AT1G14870.1,AT1G06160.1,AT5G54520.1,AT3G13224.1,AT5G64130.3,AT3G23605.1
AT4G14780.1,AT4G34480.1,AT1G10390.1,AT2G28690.1,AT4G09012.1,AT3G18280.1,AT5G23400.1,AT3G16450.2
AT1G19230.2,AT3G25980.1,AT1G76720.2,AT3G56220.1,AT2G03390.5,AT3G43590.1,AT1G65280.1,AT1G15950.7
AT1G72940.1,AT2G26910.1,AT5G66930.1,AT4G13510.1,AT1G62600.2,AT5G65020.1,AT3G47220.1,AT2G15480.1
AT1G59940.1,AT3G22480.1,AT3G48210.1,AT3G43610.2,AT2G03667.1,AT5G66100.2,AT3G19340.1,AT5G18240.1
AT1G01453.1,AT5G49720.1,AT1G54440.4,AT4G15340.2,AT2G43000.1,AT1G51200.1,AT2G34310.3,AT2G29420.1
AT1G63930.1,AT2G42250.1,AT5G17980.1,AT5G10100.1,AT3G51890.1,AT5G16560.1,AT3G29270.2,AT2G42600.2
AT1G67148.1,AT1G65310.1,AT1G51420.2,AT3G29635.1,AT1G59830.1,AT1G24405.1,AT1G48175.2,AT5G42150.1
AT1G74300.1,AT3G18060.1,AT1G11080.1,AT2G12550.1,AT3G21352.1,AT1G16710.9,AT2G23980.9,AT1G70500.1
AT4G39560.1,AT5G45500.2,AT5G17760.1,AT1G72990.2,AT1G13080.2,AT1G07590.1,AT3G52800.1,AT3G09270.1
AT2G39000.3,AT1G60420.1,AT1G50940.1,AT3G46330.1,AT5G04770.1,AT2G40240.1,AT5G23280.1,AT5G13810.1
AT5G51180.1,AT4G33660.1,AT4G39930.2,AT3G48390.1,AT5G03520.1,AT1G76730.1,AT1G09830.1,AT3G51880.1
AT2G25240.1,AT4G24450.1,AT4G14465.1,AT1G23090.1,AT3G11240.1,AT5G01530.1,AT5G46280.1,AT1G74010.1
AT2G28440.1,AT1G69420.2,AT4G28290.1,AT2G35230.2,AT5G23570.4,ATCG00900.1,AT2G45470.1,AT1G21520.1
AT3G50950.1,AT5G63890.2,AT5G13490.1,AT2G41780.2,AT3G49390.2,AT1G68430.1,AT1G70900.1,AT1G26630.1
AT4G14365.1,AT2G27490.4,AT3G11930.3,AT5G55170.1,AT3G13550.1,AT1G03910.1,AT3G52790.1,AT3G19170.1
AT4G26910.1,AT3G16857.3,AT3G63450.3,AT1G13430.1,AT3G56140.1,AT1G77590.1,AT5G10480.1,AT5G59610.1
AT2G29620.6,AT3G05155.1,AT2G44450.1,AT4G25500.1,AT2G29340.2,AT1G77590.2,AT3G54470.1,AT4G22830.1
AT5G23030.1,AT5G18210.1,AT4G19500.1,AT3G24120.1,AT2G29340.1,AT5G27410.4,AT2G26730.1,AT5G64250.2
AT1G62980.1,AT5G20650.1,AT3G16530.1,AT1G77690.1,AT1G24160.2,AT2G32600.1,AT2G36300.1,AT4G15150.1
AT5G48175.1,AT3G07860.3,AT1G50570.2,AT2G35060.4,AT5G59560.1,AT5G16380.1,AT1G48280.1,AT5G42590.1
AT1G01750.1,AT3G07670.1,AT1G32490.1,AT1G56230.3,AT2G35795.1,AT5G45700.1,AT5G22830.1,AT4G34370.2
AT5G05530.1,AT5G58800.2,AT1G28290.1,AT5G49210.1,AT3G06380.1,AT1G77610.1,AT3G55890.3,AT1G11450.4
AT3G25730.1,AT4G32060.2,AT5G01950.6,AT1G15350.4,AT3G12930.1,ATCG00905.1,AT4G33460.1,AT5G08170.1
AT5G17390.1,AT2G37220.1,AT5G12330.1,AT1G08090.1,AT1G80000.1,AT3G21480.1,AT4G30910.1,AT1G28480.1
AT4G19120.1,AT4G14150.1,AT5G64440.1,AT1G49480.1,AT1G05490.1,AT3G58760.6,AT4G17190.3,AT3G26890.6
AT5G51460.4,AT3G51620.2,AT1G71410.2,AT2G02960.1,AT2G32320.1,AT3G58760.1,AT1G75640.1,AT5G06043.1
AT5G50300.1,AT2G36000.1,AT1G06210.2,AT2G34060.1,AT4G03480.1,AT5G40830.1,AT3G11410.1,AT5G64370.1
AT1G51870.2,AT3G45260.2,AT3G17860.3,AT3G56860.11,AT4G03480.2,AT5G08370.1,AT2G30060.1,AT5G45320.1
AT4G04450.1,AT3G11620.5,AT5G50340.2,AT1G02010.6,AT2G40170.1,AT3G49560.1,AT5G54380.1,AT4G29670.1
AT2G20562.1,AT4G36380.1,AT1G64610.1,AT3G59810.1,AT3G10400.1,AT5G46030.1,AT3G06390.1,AT1G74030.1
AT5G57625.1,AT4G35620.1,AT1G35780.4,AT2G42810.1,AT5G10650.3,AT4G02075.2,AT4G17215.1,AT2G46450.4
AT1G56590.1,AT4G16340.2,AT5G11060.1,AT3G21620.1,AT5G55290.1,AT1G08580.1,AT3G43540.2,AT2G46590.2
AT5G41800.1,AT5G05080.1,AT1G53542.1,AT5G41560.1,AT4G03470.1,AT5G50210.1,AT1G13830.2,AT1G11460.1
AT3G62280.1,AT4G05060.1,AT5G54920.1,AT5G47970.1,AT5G03730.2,AT1G72810.1,AT3G07780.2,AT5G42146.1
AT5G35190.1,AT5G42180.1,AT2G17700.1,AT3G55770.3,AT1G34050.1,AT1G68220.1,AT5G09740.1,AT3G21600.1
AT5G39320.1,AT5G38660.1,AT4G25470.1,AT2G42590.1,AT5G54850.1,AT2G19540.1,AT3G11620.6,AT1G76980.2
AT2G27660.1,AT2G17390.1,AT1G60610.4,AT4G03600.1,AT2G25510.1,AT5G64310.1,AT5G02910.3,AT1G17960.2
AT4G24340.1,AT2G02960.5,AT3G02740.1,AT1G59650.1,AT3G03610.3,AT3G24200.1,AT4G33080.1,AT2G31180.1
AT3G16440.1,AT5G36880.2,AT2G44420.3,AT3G20070.4,AT3G10260.2,AT3G19810.1,AT3G48450.1,AT3G01460.1
AT5G20820.1,AT1G55430.1,AT5G45600.1,AT1G74490.1,AT4G25770.2,AT4G16280.2,AT5G24510.1,AT2G27285.1
AT5G02480.1,AT3G15590.1,AT1G61550.1,AT1G49480.2,AT3G13226.1,AT3G17740.1,AT3G61320.1,AT2G44130.1
AT1G74540.1,AT1G68810.1,AT3G02160.2,AT2G04025.2,AT1G52800.1,AT1G68585.1,AT1G09180.1,AT5G63790.1
AT3G27070.1,AT2G40750.1,AT3G13510.1,AT3G19460.5,AT5G05310.7,AT1G58180.5,AT3G13404.1,AT1G18580.1
AT1G18180.1,AT4G16670.1,AT4G18840.2,AT2G22980.1,AT3G25070.2,AT2G31200.1,AT2G01070.1,AT1G13610.1
AT5G52110.2,AT1G71740.1,AT5G40970.1,AT3G61420.1,AT1G15710.1,AT2G35790.1,AT1G52190.1,AT3G13210.1
AT1G36060.1,AT2G34960.1,AT3G25820.1,AT5G19890.1,AT2G26410.1,AT1G26850.1,AT1G28330.3,AT4G31350.1
AT3G54590.3,AT1G31420.2,AT3G25830.1,AT1G16340.1,AT5G07080.1,AT2G40711.1,AT5G13510.1,AT1G32970.1
AT4G36480.1,AT1G67410.2,AT5G49290.6,AT2G32140.1,AT4G37080.1,AT4G25707.1,AT1G59820.1,AT4G34890.1
AT5G13990.1,AT4G22285.1,AT4G40030.4,AT4G25440.1,AT4G16444.1,AT1G12370.2,ATCG00150.1,AT5G19590.1
AT3G05050.2,AT2G16586.1,AT1G27730.1,AT3G06868.1,AT3G54790.1,ATCG00380.1,AT1G08450.1,AT4G25400.1
AT3G46340.1,AT1G03870.1,AT4G01840.1,AT1G12010.1,AT5G59960.2,AT5G55190.1,AT1G04990.3,AT2G37690.1
AT1G67470.1,AT1G64230.4,AT3G03870.2,AT1G64990.1,AT1G53480.1,AT5G02250.1,AT1G77470.1,AT4G32820.1
AT1G20575.1,AT2G02080.1,AT2G44350.2,AT5G26740.3,AT5G11860.3,AT2G30390.1,AT3G57830.1,AT2G28470.3
AT3G60860.1,AT4G05100.1,AT5G46295.1,AT5G26710.1,AT1G07890.6,AT5G23070.1,AT2G41420.1,AT4G25540.1
AT3G59900.1,AT3G23800.2,AT4G01650.3,AT5G14270.1,AT3G21215.1,AT5G41870.1,AT2G43910.2,AT5G22930.1
AT3G59050.1,AT4G28040.2,AT5G43580.1,AT3G21260.3,AT3G51160.1,AT1G72370.1,AT1G61150.3,AT3G47420.1
AT3G11402.1,AT3G12500.1,AT3G18020.1,AT5G62570.4,AT4G00240.1,AT1G78230.1,AT1G15350.6,AT1G59660.2
AT5G01060.1,AT1G76060.1,AT4G16520.1,AT5G38340.1,AT1G64065.1,AT1G80040.1,AT1G73640.1,AT1G51140.1
AT1G02440.1,AT3G11550.1,AT3G28940.1,AT2G02070.1,AT2G32450.1,AT3G19663.1,AT1G70810.1,AT4G30490.1
AT1G04160.1,AT3G13570.1,AT1G79900.1,AT2G19180.1,AT5G01460.1,AT5G01010.4,AT4G33330.1,AT2G26530.1
AT1G25530.1,AT5G56500.2,AT1G62260.1,AT2G02250.1,AT2G27730.3,AT3G55620.1,AT4G18380.1,AT1G29600.1
AT4G27870.1,AT4G22460.1,AT1G02880.5,AT4G26810.1,AT1G48550.2,AT2G07815.1,AT2G22920.3,AT1G16030.1
AT3G01720.1,AT2G33620.3,AT1G76770.1,AT3G17420.1,AT3G04700.1,AT3G20710.1,AT5G04070.1,AT4G28390.1
AT5G03560.4,AT1G64330.1,AT4G39630.1,AT2G32060.2,AT3G53570.5,AT3G60750.2,AT2G02360.1,AT1G28470.1
AT1G07160.1,AT5G46800.3,AT2G41610.1,AT5G16900.2,AT5G17520.1,AT3G60750.1,AT5G61250.1,AT2G42440.1
AT1G16970.1,AT5G37370.3,AT2G45170.2,AT3G06770.3,AT3G09010.1,AT5G51940.1,AT2G27110.2,AT2G31890.1
AT2G42360.1,AT5G11040.1,AT5G19600.1,AT5G50590.1,AT1G73820.2,AT4G30260.3,AT1G09195.3,AT5G47455.3
AT5G62310.1,AT1G11650.2,AT4G23700.1,AT5G50690.1,AT5G46915.1,AT5G08380.1,AT2G36430.1,AT5G44400.1
AT4G01480.1,AT5G03190.1,AT2G01180.2,AT4G10100.1,AT2G26980.1,AT2G44830.3,AT2G20440.4,AT5G58500.1
AT1G21710.1,AT1G31335.1,AT5G15460.3,AT2G04845.3,AT1G69330.1,AT1G64860.2,AT4G25250.1,AT5G53860.2
AT1G34110.2,AT1G06790.1,AT4G30190.1,AT1G67790.1,AT1G07560.1,AT1G54050.1,AT1G23020.1,AT2G07680.6
AT2G37430.1,AT3G01820.1,AT5G22760.2,AT1G54120.1,AT5G16730.1,AT5G51970.1,AT1G51170.1,AT5G13820.1
AT5G39760.1,AT1G75760.1,AT3G21240.1,AT2G40970.1,AT3G29180.3,AT5G05310.4,AT5G50010.1,AT2G26230.1
AT3G53150.1,AT5G09978.1,AT1G05010.1,AT4G40042.1,AT3G45730.1,AT4G35930.3,AT1G67080.1,AT3G46700.1
AT3G13090.1,AT1G35516.2,AT2G46040.3,AT3G60620.1,AT4G18593.1,AT5G05180.1,AT5G13770.1,AT2G47000.2
AT1G61820.1,AT5G34850.1,AT1G74100.1,AT5G26690.1,AT1G25320.1,AT5G02500.1,AT5G67420.1,AT1G76040.2
AT1G61950.1,AT1G02140.1,AT2G15130.2,AT1G76220.1,AT4G29050.1,AT3G16190.1,AT4G27690.1,AT2G43950.1
AT4G22930.2,AT2G26640.1,AT5G06440.1,AT1G80830.2,AT5G06400.1,AT4G37080.2,AT5G55990.1,AT1G31180.1
AT4G02520.1,AT1G01180.1,AT2G32620.1,AT1G72900.1,AT3G13235.2,AT5G56010.1,AT3G26040.1,AT3G13150.1
AT1G58410.4,AT1G19240.1,AT3G25540.3,AT5G09240.1,AT4G39280.1,AT3G16740.1,AT2G01620.1,AT5G19540.2
AT3G52561.1,AT5G42655.2,AT2G38790.1,AT1G56220.1,AT5G45090.2,AT2G34560.1,AT1G03900.1,AT4G00340.1
AT2G47650.1,AT2G30980.1,AT1G76410.1,AT4G24100.4,AT3G18930.1,AT1G73890.1,AT1G24625.1,AT1G55110.1
AT4G13430.1,AT3G27390.1,AT5G65280.1,AT5G24610.1,AT4G33925.1,AT5G11860.4,AT5G07300.1,AT1G55110.2
AT5G57910.2,AT3G61620.1,AT1G19770.1,AT3G11490.1,AT1G73920.2,AT1G65270.2,AT5G16490.1,AT5G10350.4
AT5G49230.2,AT4G13350.1,AT3G04480.1,AT2G35585.1,AT1G53660.3,AT3G22290.2,AT3G61370.2,AT1G53240.1
AT4G34580.2,AT5G59300.1,AT4G00940.1,AT4G09990.1,AT5G11720.1,AT1G23780.1,AT3G50660.1,AT4G21840.1
AT4G26080.1,AT1G18490.1,AT1G10910.1,AT3G12955.1,AT5G35750.1,AT2G41160.1,AT3G05140.2,AT4G19230.1
AT5G45260.1,AT1G80310.1,AT5G04020.2,AT2G17420.2,AT5G57410.1,AT2G41160.2,AT5G16400.1,AT5G65170.1
AT5G46050.1,AT4G36080.3,AT1G74580.3,AT5G01260.1,AT1G64050.1,AT4G34140.4,AT1G72200.1,AT4G35335.1
AT2G44080.1,AT4G13580.1,AT1G73280.4,AT1G80170.1,AT1G58230.3,AT1G08980.1,AT1G02010.3,AT1G60930.1
AT1G23170.2,AT5G42400.8,AT4G28400.1,AT1G62930.1,AT5G44480.3,AT2G17500.3,AT4G15930.1,AT3G55270.1
AT1G31885.3,AT1G26760.1,AT5G66400.1,AT4G16260.1,AT5G12440.4,AT1G63610.2,AT2G34510.1,AT1G60260.1
AT2G43040.2,AT3G45040.2,AT4G33050.4,AT1G57680.2,AT4G32250.1,AT1G71840.1,AT4G16765.5,AT2G06210.1
AT1G16230.1,AT2G07687.1,AT5G08240.1,AT3G49360.1,AT3G03210.1,AT5G23860.2,AT5G53280.1,ATMG01320.1
AT1G47840.1,AT1G76405.2,AT5G54280.2,AT1G27520.1,AT3G26670.3,AT5G51130.1,AT5G46160.1,AT1G76820.1
AT3G13070.1,AT5G55250.1,AT1G52150.3,AT1G74510.1,AT5G13340.1,AT4G16155.1,AT1G11570.2,AT3G13276.1
AT2G40890.1,AT5G09250.3,AT2G45630.2,AT1G68640.1,AT2G44380.1,AT3G09350.1,AT1G03270.1,AT2G34090.1
AT3G05390.1,AT3G19680.1,AT2G30440.1,AT3G05920.2,AT1G22750.3,AT4G19865.1,AT5G65210.2,AT2G07751.1
AT1G48930.1,AT1G04920.1,AT4G01430.1,AT2G28570.2,AT2G35290.1,AT2G21620.1,AT3G45960.2,AT1G73150.2
AT4G27290.2,AT3G20820.1,AT2G38710.1,AT4G35030.9,AT1G71760.1,AT2G21620.2,AT1G18100.1,AT1G16710.1
AT4G15360.1,AT3G63500.2,AT4G35720.1,AT4G39980.1,AT5G39480.1,AT1G44575.1,AT2G47440.1,AT4G25000.1
AT3G32030.1,AT1G10200.1,AT5G09820.2,AT4G14050.1,AT5G57820.1,AT2G40430.2,AT5G01930.1,AT5G27410.3
AT4G28640.1,AT5G42700.1,AT3G49810.1,AT1G22530.1,AT2G44790.1,AT1G17100.1,AT4G33610.1,AT5G09480.1
AT3G26500.1,AT3G06720.2,AT5G40200.1,AT5G19770.1,AT4G32440.2,AT3G46180.2,AT3G57180.1,AT5G13900.1
AT1G30870.1,AT1G07870.1,AT1G34480.1,AT2G35270.1,AT1G76440.3,AT2G04690.2,AT4G15130.1,AT1G55670.1
AT1G69810.1,AT3G51480.4,AT2G41640.1,AT1G47210.2,AT3G60580.1,AT4G35730.1,AT1G21100.1,AT5G57660.1
AT1G68840.2,AT4G27650.3,AT2G18090.1,AT4G30370.1,AT2G22300.1,AT2G34660.2,AT4G23170.1,AT4G23690.1
AT5G39120.1,AT1G11740.1,AT1G73040.1,AT3G21510.1,AT3G45650.1,AT2G34660.3,AT2G26570.1,AT3G14920.1
AT1G14220.1,AT5G11150.2,AT1G68140.4,AT4G16150.1,AT3G48350.1,AT1G17480.1,AT5G61800.1,AT5G23060.2
AT1G62660.4,AT1G55350.2,AT2G04660.1,AT1G64460.1,AT3G17240.3,AT1G65230.1,AT2G22270.1,AT1G14630.1
AT5G17960.1,AT5G01160.1,AT4G25560.2,AT4G16360.1,AT3G62860.1,AT4G24265.3,AT1G79830.2,AT2G24820.1
AT1G13000.2,AT4G36945.1,AT3G05670.1,AT4G13615.1,AT1G33500.3,AT1G48570.1,AT4G14770.1,AT4G28930.1
AT1G16400.1,AT2G37660.1,AT2G23150.1,AT4G29530.1,AT4G40030.1,AT1G22880.2,AT2G03390.2,AT2G43850.1
AT3G02020.1,AT4G20040.1,AT1G78280.1,AT5G49170.1,AT3G54930.1,AT4G26700.7,AT2G03390.4,AT3G23790.1
AT5G44580.1,AT5G16250.1,AT5G55390.2,AT3G60530.1,AT5G12930.1,AT5G57410.3,AT4G13020.1,AT5G50150.1
AT3G20360.1,AT5G22390.1,AT5G04150.1,AT1G05230.3,AT4G17615.3,AT5G13570.1,AT3G43240.1,AT2G37970.1
AT1G27200.1,AT5G53360.3,AT2G28660.1,AT5G60820.1,AT3G59240.1,AT3G44890.1,AT1G79620.1,AT1G13280.1
AT1G70560.1,AT2G31725.1,AT1G12750.1,AT4G35910.1,AT5G11640.1,AT5G13210.1,AT5G60860.1,AT4G34131.1
AT2G35610.1,AT5G20590.1,AT5G57860.3,AT2G19970.1,AT2G44290.1,AT4G20910.2,AT5G30490.3,AT3G18830.1
AT5G16170.1,AT5G61340.1,AT4G15530.2,AT1G48140.1,AT4G12720.3,AT2G27550.1,AT1G70750.1,AT1G79310.1
AT1G23540.1,AT1G05970.2,AT3G55740.1,AT2G41010.1,AT4G12720.4,AT2G40470.2,AT5G64170.1,AT2G45210.1
AT5G42510.1,AT1G50120.2,AT5G04980.3,AT5G40410.1,AT2G05210.2,AT3G54750.1,AT5G58090.1,AT1G56610.2
AT5G38560.1,AT3G16570.2,AT3G52700.1,AT5G65560.1,AT2G26780.2,AT2G32120.2,AT5G19875.1,AT5G64170.2
AT1G78780.1,AT3G26935.1,AT1G53180.1,AT1G29250.1,AT3G06070.1,AT4G34310.3,AT1G67325.1,AT4G01590.2
AT3G02230.1,AT4G39180.1,AT2G18465.1,AT2G03390.3,AT4G38550.2,AT5G55180.1,AT5G24280.3,AT1G53460.1
AT4G31115.1,AT2G04170.7,AT3G09580.1,AT1G62600.1,AT3G28760.1,AT2G47840.1,AT5G46680.1,AT4G35350.1
AT5G17990.1,AT5G47780.1,AT2G44970.1,AT5G02280.1,AT3G09290.1,AT3G01870.1,AT1G19980.1,AT2G33060.1
AT3G59890.1,AT3G52660.1,AT4G11211.1,AT2G46900.1,AT4G23030.1,AT3G53880.1,AT1G22030.1,AT3G56900.1
AT5G43060.1,AT3G27770.1,AT1G65190.1,AT4G13020.6,AT3G22950.2,AT4G22200.1,AT3G11240.4,AT3G06360.1
AT5G40540.1,AT5G10160.1,AT5G13840.1,AT1G29810.1,AT4G03020.2,AT5G22060.1,AT2G03770.1,AT5G16270.1
AT4G37640.1,AT4G22130.1,AT3G51070.2,AT2G20120.2,AT5G06800.2,AT5G21105.1,AT1G73010.1,AT4G16280.1
AT1G13590.1,AT1G52410.2,AT5G38200.2,AT3G05858.1,AT5G06800.1,AT3G56450.1,AT4G05520.1,AT1G17990.1
AT5G57200.1,AT3G23700.1,AT1G53887.1,AT4G02075.1,AT5G02680.1,AT2G32390.3,AT3G20300.1,AT5G44785.1
AT3G45090.2,AT1G34670.1,AT3G44740.2,AT3G45070.2,AT5G06440.4,AT3G16420.3,AT1G58180.1,AT5G23100.1
AT5G54500.1,AT5G10800.1,AT1G21130.1,AT3G45070.1,AT4G33920.1,AT3G63190.1,AT1G01380.1,AT4G16690.1
AT5G16910.1,AT1G09750.1,AT2G23380.1,AT5G47930.1,AT4G33920.2,AT2G21130.1,AT1G72010.1,AT4G10730.1
AT2G33460.1,AT4G29120.1,AT5G50565.1,AT1G11630.1,AT1G72125.1,AT4G15920.1,AT3G59430.8,AT5G53050.3
AT3G42180.1,AT5G55060.1,AT5G24740.3,AT1G59750.4,AT5G18520.1,AT3G14110.1,AT5G06600.1,AT5G23570.1
AT3G03500.1,AT4G35685.1,AT1G19835.1,AT5G35840.1,AT3G12100.2,AT5G11840.1,AT5G17600.1,AT4G24400.1
AT3G06240.1,AT5G23250.1,AT3G06250.1,AT4G01790.1,AT1G17940.4,AT3G57062.1,AT4G17560.1,AT1G58180.7
AT2G45160.1,AT1G72210.2,AT1G64740.1,AT5G25770.1,AT4G02560.2,AT4G17040.1,AT2G07835.1,AT3G56140.3
AT5G21080.1,AT1G27310.1,AT1G07615.1,AT1G56610.1,AT3G21810.2,AT4G23040.1,AT1G80000.3,AT3G21550.1
AT2G30500.3,AT2G43790.1,AT5G24310.2,AT4G01590.1,AT3G44720.1,AT2G38680.1,AT1G27440.1,AT5G02650.1
AT4G39180.3,AT5G38730.1,AT5G22270.1,AT5G52240.1,AT4G14385.2,AT1G20030.2,AT3G03680.1,AT3G14830.1
AT5G17800.1,AT2G34590.1,AT5G51200.3,AT4G17080.1,AT1G65481.1,AT1G09810.1,AT4G07990.3,AT1G18070.2
AT2G39980.1,AT2G44190.1,AT2G44750.2,AT4G12680.1,AT1G57765.1,AT5G22794.1,AT5G55130.3,AT1G26920.1
AT3G61560.3,AT2G24540.1,AT2G05760.1,AT1G16916.1,AT1G03400.1,AT3G07780.1,AT1G80040.4,AT5G03500.2
AT5G41550.1,AT5G55790.1,AT1G26220.1,AT5G17340.1,AT2G38830.1,AT1G02530.1,AT1G02460.1,AT5G16720.1
AT5G22796.1,AT4G36800.1,AT2G31082.1,AT1G12580.1,AT5G04420.3,AT2G21970.1,AT5G62165.2,AT2G36950.1
AT1G26360.1,AT5G57420.1,AT5G53340.2,AT2G34810.1,AT5G04420.2,AT3G49850.2,AT5G62165.3,AT5G41020.1
AT5G49770.1,AT1G22230.1,AT2G34390.2,AT2G38040.2,AT5G43930.1,AT2G34355.1,AT1G64860.1,AT1G06820.2
AT5G58750.2,AT1G55630.1,AT1G14520.2,AT3G59520.1,AT5G40990.1,AT4G22290.1,AT3G48240.1,AT3G19895.1
AT1G33890.2,AT5G38380.1,AT1G14230.1,AT5G36170.3,AT4G28070.1,AT1G60550.1,AT1G70480.1,AT2G42810.2
AT3G22740.1,AT1G50370.1,AT4G25150.1,AT3G24830.1,AT2G22670.1,AT5G24000.1,AT5G54870.2,AT4G03320.1
AT5G03355.1,AT5G61990.1,AT3G06580.1,AT5G03500.1,AT3G57120.1,AT2G45730.1,AT5G55480.1,AT5G19400.2
AT3G51450.1,AT5G19780.1,AT4G20300.1,AT2G32400.1,AT5G11920.1,AT3G44450.1,AT3G16270.3,AT5G24640.1
AT3G08680.2,AT4G31320.1,AT5G47000.1,AT1G24160.1,AT3G26030.1,AT1G72440.1,AT5G05310.6,AT4G39370.2
AT1G14410.1,AT5G63460.1,AT2G01690.1,AT5G45800.2,AT1G52370.1,AT4G17950.1,AT4G35930.1,AT2G47710.1
AT5G43590.2,AT3G02180.1,AT3G13225.3,AT3G04590.2,AT5G52330.4,AT1G17940.1,AT5G04240.1,AT5G40250.1
AT3G07270.1,AT1G04550.2,AT3G45780.2,AT5G59560.2,AT4G05120.1,AT4G02560.1,AT3G15270.1,AT1G23460.1
AT5G58740.1,AT5G45250.1,AT4G14305.1,AT1G62262.1,AT5G12290.1,AT2G45140.2,AT2G36240.1,AT5G51300.1
AT1G33870.1,AT2G07776.2,AT1G30090.1,AT1G03260.1,AT5G12290.4,AT2G21940.3,AT3G08730.2,AT1G56170.1
AT5G03290.1,AT2G20080.3,AT1G70850.2,AT1G69030.1,AT3G16030.5,AT2G39810.1,AT4G34730.2,AT3G51260.1
AT4G14880.3,AT1G60000.1,AT3G29760.2,AT2G42810.3,AT5G02470.3,AT3G27120.1,AT1G01900.1,AT3G45660.2
AT2G45750.1,AT3G55050.2,AT3G01150.4,AT5G50443.1,AT3G16860.1,AT5G24690.1,AT3G25570.2,AT4G37070.4
AT5G20110.2,AT4G02090.1,AT5G63980.1,AT5G06140.1,AT1G05600.3,AT3G04580.1,AT5G59960.1,AT4G37070.1
AT5G65158.1,AT2G33990.1,AT3G28720.1,AT3G03070.1,AT2G30120.5,AT1G72416.1,AT5G03170.1,AT4G37070.2
AT3G07390.1,AT2G23670.1,AT4G40000.2,AT4G32560.4,AT2G30120.1,AT2G07773.1,AT5G20590.2,AT5G10650.1
AT3G54060.2,AT2G01530.1,AT2G23600.3,AT1G52780.1,AT4G33890.1,AT3G58150.1,AT1G07890.2,AT1G19300.1
AT4G37220.1,AT1G01220.7,AT5G64260.1,AT1G69170.1,AT1G19190.1,AT1G62180.1,AT5G63630.2,AT1G20700.2
AT3G26770.1,AT1G60095.1,AT4G25440.2,AT2G23755.1,AT3G05250.2,AT5G60120.3,AT5G18440.1,AT1G20700.1
AT3G06600.2,ATMG00060.1,AT5G49230.1,AT5G04730.1,AT4G29900.2,AT4G13530.1,AT2G27210.1,AT3G60880.2
AT1G80780.3,AT2G02350.2,AT1G52565.1,AT4G39410.1,AT1G34750.1,AT4G02800.1,AT4G34140.1,AT1G07510.1
AT5G43230.1,AT1G45163.1,AT5G60360.3,AT1G23460.2,AT1G34750.2,AT2G31580.3,AT1G23935.1,AT5G49450.1
AT1G05990.1,AT4G18530.3,AT2G39530.1,AT3G17460.1,AT2G30600.6,AT2G47600.1,AT5G64630.2,AT1G62760.1
AT5G16410.1,AT4G37830.1,AT3G55040.1,AT5G55290.2,AT2G30600.5,AT1G73850.2,AT5G04980.4,AT1G32090.1
AT3G59320.1,AT2G01260.3,AT1G47870.2,AT1G74380.1,AT1G06410.2,AT5G02150.2,AT5G04980.1,AT1G71480.1
AT1G09280.1,AT5G66050.4,AT4G34020.1,AT2G44680.1,AT1G71980.1,AT4G00026.1,AT2G30360.1,AT4G13170.1
AT5G60640.1,AT2G38170.1,AT5G59470.2,AT5G03730.1,AT4G30860.1,AT4G24610.1,AT5G08250.2,AT1G70200.1
AT5G26770.1,AT3G56410.2,AT5G24760.3,AT5G52180.1,AT4G29540.1,AT1G50970.2,AT2G21320.1,AT4G32860.1
AT1G54440.2,AT3G20015.1,AT2G16740.1,AT3G09410.3,AT2G14260.2,AT1G64220.1,AT1G51640.1,AT3G01345.1
AT2G14820.2,AT1G43170.8,AT5G63620.3,AT3G09410.1,AT3G45420.1,AT5G66090.1,AT2G27730.1,AT3G47810.3
AT1G28510.1,AT1G25450.1,AT3G60080.1,AT1G29179.1,AT1G48630.1,AT2G30320.1,AT1G79190.2,AT3G47810.2
AT5G24230.1,AT2G33793.1,AT4G14580.1,AT5G43630.4,AT3G60470.1,AT3G56270.1,AT5G27560.1,AT4G13250.1
AT4G30150.1,AT5G53850.4,AT1G48270.1,AT3G60770.1,AT3G11620.8,AT1G20910.1,AT3G17265.1,AT2G28800.1
AT3G26470.1,AT5G36800.1,AT5G28900.1,AT2G29020.1,AT3G11620.3,AT2G27820.1,AT3G63090.1,AT1G51355.1
AT2G04025.1,AT5G36710.1,AT2G44480.4,AT1G18400.1,AT3G49290.1,AT3G02710.1,AT1G63610.1,AT3G18080.1
AT5G47460.1,AT1G45015.1,AT5G52870.1,AT2G42310.1,AT3G18040.3,AT5G58920.1,AT5G25620.1,AT3G10260.3
AT1G10990.1,AT3G61380.2,AT4G16110.1,AT2G02480.1,AT3G42640.1,AT5G40720.1,AT2G46790.5,AT3G10260.1
AT1G25570.1,AT1G48420.3,AT2G27490.2,AT1G11270.2,AT1G55450.2,AT5G38660.2,AT2G40140.1,AT1G61050.2
AT1G50890.1,AT4G11175.1,AT3G46680.1,AT3G15470.1,AT2G24140.2,AT1G17880.1,AT4G25890.1,AT4G10180.1
