Gene,logFC,Fold,logCPM,LR,PValue,FDR
AT2G25790,-0.087317777,-1.06239317,5.661480074,0.658847474,0.416967123,0.653107432
AT3G51460,-0.087293041,-1.062374955,6.630056035,1.174303984,0.278518649,0.515592206
AT3G13290,-0.087252996,-1.062345467,5.800027603,1.492968128,0.221756509,0.451959594
AT1G30755,-0.087242677,-1.062337869,4.718079489,0.457765395,0.498670175,0.720907557
AT5G62810,-0.087237518,-1.06233407,6.052742504,1.557649313,0.212009738,0.44007249
AT5G08040,-0.087205705,-1.062310644,4.851428934,0.46683928,0.494444853,0.718302874
AT4G15990,-0.087193279,-1.062301494,3.599809151,0.143827344,0.704505376,0.85430295
AT1G62780,-0.087177204,-1.062289658,1.31287874,0.093678857,0.759551334,0.884690145
AT4G02920,-0.087172708,-1.062286347,6.203485492,0.683071809,0.40853096,0.645877831
AT4G27990,-0.087156699,-1.06227456,3.571705886,0.360866279,0.548025519,0.756478103
AT2G21130,-0.087140804,-1.062262856,1.461214147,0.096303214,0.756311852,0.883143469
AT5G38000,-0.087140242,-1.062262442,3.267690092,0.213457008,0.644071225,0.818884214
AT2G01710,-0.087110221,-1.062240338,5.023530652,0.893357402,0.344569103,0.585159274
AT1G72250,-0.087070207,-1.062210876,5.005588166,0.71506408,0.397767769,0.636199535
AT3G12130,-0.086967908,-1.06213556,5.216268763,1.064326918,0.302230386,0.541180608
AT2G02910,-0.086938802,-1.062114132,3.884195382,0.477879384,0.489384442,0.7145136
AT2G43160,-0.086910002,-1.062092929,8.482854108,3.10420266,0.07809046,0.234119295
AT1G26440,-0.086873664,-1.062066178,5.756766932,0.765818576,0.381513726,0.62156397
AT5G19000,-0.086846144,-1.062045919,5.961064227,1.440948571,0.229985903,0.461190049
AT5G58250,-0.086839807,-1.062041253,3.52278781,0.272552941,0.601624356,0.790941178
AT3G22330,-0.086820839,-1.06202729,5.635513259,1.319293065,0.250718963,0.486086794
AT3G45610,-0.08681619,-1.062023868,2.218716479,0.14207205,0.706229742,0.855046863
AT5G19830,-0.086766661,-1.061987409,2.683622502,0.1998806,0.65481724,0.825929825
AT5G38970,-0.086758917,-1.061981708,2.669954075,0.206605071,0.649441428,0.822050719
AT1G62935,-0.086749633,-1.061974874,0.323469353,0.033205934,0.85540619,0.934562902
AT3G09405,-0.086732066,-1.061961943,2.695085246,0.121104838,0.727839279,0.867821715
AT5G66730,-0.086727728,-1.06195875,6.075265777,1.10637452,0.292871407,0.53131562
AT3G21600,-0.086701688,-1.061939582,4.781363526,0.53173491,0.465878379,0.694328797
AT5G37380,-0.086656461,-1.061906292,4.554513415,0.607074596,0.435891407,0.669089914
AT4G13350,-0.08659447,-1.061860664,6.5675113,1.970612958,0.160382815,0.369819075
AT4G20880,-0.086550353,-1.061828193,3.802793551,0.458020362,0.498550616,0.720904072
AT4G15470,-0.086514481,-1.061801792,7.595583221,2.066104266,0.150605801,0.356661516
AT4G13890,-0.08651209,-1.061800032,3.729483966,0.224129084,0.635911614,0.813934329
AT1G06290,-0.086436809,-1.061744628,6.72981035,0.697971958,0.403465986,0.641315434
AT4G02360,-0.086425849,-1.061736562,1.591437966,0.094432796,0.758615648,0.884188794
AT2G41830,-0.086408943,-1.06172412,5.100419888,0.994767075,0.318580044,0.55895352
AT1G80050,-0.086405011,-1.061721226,5.894437892,1.08323859,0.29797419,0.537115788
AT2G44140,-0.086374094,-1.061698474,5.43009008,1.503269648,0.220168958,0.450053236
AT5G26290,-0.086239788,-1.061599641,5.033592731,0.524388714,0.468975562,0.696588655
AT3G52200,-0.086195783,-1.06156726,7.466749881,1.805463779,0.179053352,0.395411132
AT1G08490,-0.086189458,-1.061562607,4.97297146,1.17596634,0.278178701,0.515168625
AT3G14410,-0.086187255,-1.061560986,4.610949068,0.734051812,0.391572983,0.630220246
AT5G44080,-0.086164203,-1.061544024,4.352773782,0.675413635,0.41117051,0.64836059
AT5G43630,-0.08606507,-1.061471083,6.712696027,0.771910225,0.379626757,0.620120044
AT4G11120,-0.086031619,-1.061446472,5.286068694,0.756333606,0.384478352,0.624188851
AT5G06380,-0.086017049,-1.061435752,-0.13329889,0.015994756,0.899359596,0.956280954
AT3G15480,-0.085981078,-1.061409288,5.341924937,1.593161817,0.206874979,0.433869429
AT5G60850,-0.085919995,-1.061364349,5.626357277,0.552908358,0.45713177,0.687725227
AT3G16440,-0.085912204,-1.061358617,6.208966874,0.324678696,0.568809394,0.770664443
AT1G32570,-0.085879219,-1.061334351,-0.059261266,0.023465541,0.878252653,0.946043282
AT1G49400,-0.085877957,-1.061333423,4.674370227,0.700826201,0.402506218,0.640520237
AT3G24190,-0.085762895,-1.06124878,5.602380453,0.903973636,0.341718463,0.582493176
AT4G21220,-0.085762197,-1.061248266,2.787566414,0.249430003,0.617476716,0.801774204
AT1G58370,-0.085757024,-1.061244461,5.39256456,0.809098571,0.368386893,0.608917031
AT5G03070,-0.085732403,-1.06122635,3.90034858,0.59511645,0.440447411,0.673396248
AT2G04880,-0.085624422,-1.061146924,5.819731719,1.342820178,0.246537236,0.482183655
AT5G01340,-0.085579133,-1.061113613,5.302929383,0.88859125,0.345859351,0.586752911
AT5G63670,-0.085524498,-1.061073429,4.11413791,0.432071446,0.510974268,0.730453393
AT5G52580,-0.08542588,-1.0610009,5.89135397,1.551901158,0.212854998,0.440957993
AT4G18390,-0.085411797,-1.060990543,4.238935029,0.367853038,0.544176879,0.75345939
AT4G37510,-0.085367022,-1.060957615,4.117677922,0.443848752,0.505270652,0.726034056
AT2G44730,-0.085263612,-1.06088157,4.89807388,0.645703886,0.421652853,0.656824311
AT5G42146,-0.085255018,-1.060875251,2.605732268,0.122897716,0.725912689,0.866350473
AT5G25630,-0.085211366,-1.060843152,4.262708091,0.447907087,0.503330524,0.724546861
AT5G60750,-0.085204714,-1.06083826,4.66553497,0.860110622,0.353707737,0.594923451
AT1G78620,-0.085195777,-1.060831689,4.743324446,0.766371412,0.381341931,0.621450711
AT1G76870,-0.0851874,-1.060825529,1.257484334,0.070649728,0.790393116,0.901795981
AT4G29330,-0.085169984,-1.060812723,5.646401998,1.302304731,0.253792667,0.489202355
AT5G01830,-0.085141581,-1.060791838,5.353576199,0.990371254,0.319651654,0.560391493
AT3G19870,-0.085129469,-1.060782933,5.693023369,1.696166703,0.192790053,0.414530822
AT4G27730,-0.085116918,-1.060773705,3.687278089,0.427551746,0.513192721,0.732268484
AT1G20260,-0.085098987,-1.06076052,7.932855647,1.561218387,0.211486914,0.439397438
AT5G62575,-0.085075294,-1.0607431,4.066311461,0.394321839,0.530036363,0.743197802
AT5G43190,-0.085026989,-1.060707584,4.587541868,0.379003485,0.538137037,0.749630961
AT2G36810,-0.084998052,-1.060686309,6.516444093,1.279542267,0.25798416,0.494282338
AT3G57320,-0.084974895,-1.060669284,3.452346498,0.301907001,0.582689365,0.779245401
AT5G41460,-0.084958381,-1.060657143,2.786806038,0.292627902,0.588541409,0.783180531
AT3G04110,-0.084955436,-1.060654978,3.703028171,0.285739871,0.592963545,0.785541272
AT2G44260,-0.084936313,-1.060640919,4.983385386,0.594541985,0.440668116,0.673396248
AT3G05500,-0.084920121,-1.060629015,5.705958018,0.911348429,0.339756894,0.580682805
AT1G72710,-0.084892166,-1.060608463,7.987097014,2.599188204,0.106918468,0.287086057
AT1G28570,-0.084889804,-1.060606727,3.760372642,0.298013926,0.585130198,0.780745801
AT4G40060,-0.084878112,-1.060598132,7.432776033,1.520691898,0.217514818,0.446764878
AT3G47530,-0.084860265,-1.060585011,2.429842676,0.184077235,0.667892493,0.833179439
AT4G15080,-0.08485483,-1.060581016,6.064283121,1.686391512,0.194077331,0.416294337
AT5G59420,-0.084819473,-1.060555024,6.509697288,1.20719391,0.271888574,0.509457407
AT5G16680,-0.084819409,-1.060554977,6.651663744,1.328887785,0.249003178,0.484529354
AT3G46460,-0.084775041,-1.060522361,5.3366304,1.257080176,0.262204498,0.499494042
AT2G05630,-0.084764842,-1.060514865,3.966972913,0.45001783,0.502326487,0.72362206
AT5G05380,-0.084762164,-1.060512895,3.300318202,0.386293882,0.534253957,0.746498385
AT2G29960,-0.084745239,-1.060500454,6.373743954,1.486137467,0.222816722,0.453129715
AT1G65190,-0.084706914,-1.060472283,0.007194027,0.019461657,0.889051071,0.951071258
AT3G59490,-0.084698162,-1.06046585,3.53268948,0.494797176,0.481795163,0.708270388
AT1G17550,-0.084661984,-1.060439257,5.932920285,1.626490863,0.202189099,0.427762793
AT5G05160,-0.084660432,-1.060438116,6.265876345,1.222729672,0.268825617,0.506286604
AT2G25740,-0.084654628,-1.06043385,4.48606603,0.704019969,0.401436214,0.639460441
AT2G28910,-0.084606589,-1.06039854,8.044451903,2.132370627,0.144217562,0.347385876
AT2G19710,-0.084519641,-1.060334634,5.141391494,0.552150338,0.457440396,0.687832639
AT1G71530,-0.084517006,-1.060332698,4.805846244,1.07725198,0.299313121,0.538251421
AT1G65960,-0.08451489,-1.060331142,8.467825877,2.543521494,0.110747538,0.293897325
AT5G26731,-0.084491261,-1.060313776,1.850139966,0.138233583,0.710043423,0.857026176
AT3G23160,-0.08447601,-1.060302567,4.385277492,0.824795222,0.363781876,0.605033951
AT3G11200,-0.084408918,-1.060253259,6.591611839,1.955421162,0.162003865,0.371962063
AT5G48130,-0.084407772,-1.060252417,1.212095252,0.089872833,0.764338885,0.886824546
AT5G53320,-0.084348334,-1.060208737,4.649705299,0.6691663,0.413342424,0.650248297
AT5G22080,-0.084332818,-1.060197334,5.578533431,1.161230399,0.281210513,0.518814859
AT1G33990,-0.084320073,-1.060187968,5.937853321,1.79476208,0.180347026,0.397390958
AT1G02100,-0.084245246,-1.060132982,5.972346898,1.207727457,0.271782661,0.509381119
AT5G06600,-0.084230367,-1.060122048,7.747400277,1.647130113,0.199349989,0.423637249
AT1G20100,-0.084217734,-1.060112766,6.6095501,1.02104262,0.312271824,0.552243173
AT5G15510,-0.084208951,-1.060106312,4.171740199,0.550917831,0.457942911,0.688263294
AT3G29270,-0.084126418,-1.060045667,4.883155482,0.832985918,0.361410538,0.602662086
AT1G79340,-0.084040243,-1.05998235,7.814699212,1.021540986,0.312153762,0.552131967
AT3G04910,-0.084017276,-1.059965476,6.466959883,1.417918648,0.233746287,0.465445841
AT2G25140,-0.084007671,-1.059958419,5.876841775,0.755048012,0.384882692,0.624677407
AT1G26890,-0.083977524,-1.05993627,1.279074238,0.096039762,0.756634853,0.883325156
AT4G25650,-0.083968003,-1.059929276,4.434677662,0.657137464,0.417572349,0.653409793
AT1G73060,-0.083943331,-1.059911149,4.136726182,0.603855585,0.437110716,0.670457549
AT2G33860,-0.083936568,-1.059906181,5.133442723,1.068657024,0.301248989,0.540245074
AT5G04080,-0.08392266,-1.059895963,5.397587796,0.557617474,0.455221795,0.685875007
AT5G20170,-0.083859727,-1.05984973,4.48711931,0.836583417,0.360375747,0.601437699
AT1G24265,-0.083790885,-1.059799157,2.635537018,0.25656037,0.612493136,0.798466097
AT5G02600,-0.083723126,-1.059749383,4.481433766,0.379562901,0.537837257,0.749526406
AT2G43370,-0.083685646,-1.059721852,3.614187286,0.37580288,0.539858068,0.750653615
AT5G05530,-0.083668241,-1.059709067,0.487714725,0.029830611,0.862875136,0.937716786
AT2G47760,-0.083572584,-1.059638806,4.844028325,0.821536447,0.364731328,0.605800604
AT1G71710,-0.083538943,-1.059614097,3.199027306,0.35126088,0.553400243,0.760307954
AT1G16710,-0.083528447,-1.059606388,6.656599852,1.749703977,0.185913951,0.405601703
AT1G48420,-0.083465599,-1.05956023,5.982430715,1.356345427,0.244171857,0.479149558
AT1G69890,-0.083459429,-1.059555698,4.798627501,0.345019517,0.556946092,0.762614108
AT4G03110,-0.083448979,-1.059548024,5.916060153,0.812959157,0.367246819,0.607986709
AT3G15353,-0.083424193,-1.05952982,6.812509664,0.65157298,0.419550859,0.654770743
AT4G39550,-0.083416569,-1.059524221,3.085834023,0.306140322,0.580058353,0.777824438
AT5G64040,-0.08340107,-1.059512839,4.254695662,0.248772232,0.617940916,0.802220799
AT1G60800,-0.083389852,-1.0595046,5.991887339,1.065770836,0.301902671,0.540787349
AT1G77010,-0.083325644,-1.059457448,0.728341392,0.041478684,0.838616731,0.925721111
AT3G01120,-0.083296226,-1.059435844,9.436972156,2.184701217,0.139388111,0.339471204
AT4G19006,-0.083289722,-1.059431068,6.068950075,1.134887828,0.286735153,0.524433861
AT3G48380,-0.083289362,-1.059430804,6.40769695,1.566695582,0.210687545,0.438639992
AT1G09795,-0.083266205,-1.059413799,3.774273878,0.499811908,0.47958278,0.706419152
AT3G51171,-0.083233161,-1.059389534,0.039696338,0.019373966,0.889299698,0.951118765
AT5G05680,-0.083041311,-1.059248666,5.244681684,1.045482317,0.306549849,0.545792769
AT1G17560,-0.082984385,-1.05920687,3.167147797,0.308014985,0.578900832,0.777527444
AT3G15354,-0.082956974,-1.059186745,6.149723243,0.665041083,0.414785872,0.651545909
AT2G41490,-0.082865773,-1.059119791,4.78165216,1.043840325,0.306929993,0.545980713
AT5G01360,-0.082791921,-1.059065576,3.233915681,0.265811804,0.606155188,0.794149502
AT5G46790,-0.082768164,-1.059048136,5.425386007,0.880688591,0.348013149,0.588759755
AT3G13224,-0.082717285,-1.059010787,5.10997038,0.895483249,0.343995712,0.5844335
AT3G54210,-0.082713572,-1.059008061,4.750507029,0.737971799,0.390311359,0.629252248
AT3G18640,-0.082705599,-1.059002209,5.188085019,1.083018136,0.298023358,0.537156034
AT4G34660,-0.082690967,-1.058991469,5.280995475,0.90765033,0.340738625,0.581814109
AT2G23950,-0.082688698,-1.058989803,5.588069988,0.947877358,0.330260187,0.570641241
AT4G12770,-0.082681439,-1.058984475,6.20943862,1.33848975,0.247300479,0.483109839
AT3G44680,-0.082645775,-1.058958296,4.503314196,0.906003176,0.341177123,0.582184181
AT1G53650,-0.082599914,-1.058924635,3.48071677,0.454050939,0.500417479,0.721859338
AT3G13730,-0.082589311,-1.058916852,4.330537767,0.447667581,0.503444669,0.724554816
AT5G59430,-0.082554194,-1.058891077,5.1042427,0.665149489,0.414747845,0.651545909
AT5G55610,-0.08251185,-1.058859998,5.876872848,0.87176786,0.350466355,0.591360768
AT3G44280,-0.082498621,-1.058850289,4.072458299,0.501330771,0.478915976,0.705852593
AT1G29260,-0.082451899,-1.058815999,4.582047322,0.723711182,0.394929266,0.633381626
AT3G26670,-0.082437971,-1.058805776,5.809682436,1.617971743,0.203374831,0.429182445
AT4G13730,-0.082425934,-1.058796942,4.960390825,0.861878412,0.353213565,0.594392016
AT1G35720,-0.082420887,-1.058793239,9.491463821,1.122120137,0.289462391,0.527426147
AT3G02830,-0.082404642,-1.058781317,4.276980223,0.659243654,0.416827089,0.653060652
AT1G16970,-0.082338458,-1.058732746,4.997588368,0.945108577,0.3309675,0.571419344
AT3G59950,-0.082326358,-1.058723866,5.791572744,1.278685863,0.25814352,0.494462376
AT4G21500,-0.082293264,-1.05869958,1.059334344,0.068894636,0.79295304,0.903214539
AT3G04930,-0.082184213,-1.058619558,5.886770648,1.111564602,0.291742092,0.529699033
AT1G08800,-0.082175653,-1.058613277,5.983739162,1.2060098,0.272123813,0.509471583
AT5G40580,-0.082108296,-1.058563853,6.171662578,1.837192042,0.175280414,0.390179271
AT5G19680,-0.082060925,-1.058529095,5.541444824,1.46905422,0.225494976,0.45586478
AT2G17450,-0.082057909,-1.058526883,4.373095454,0.386204851,0.53430107,0.746498385
AT3G60300,-0.082023508,-1.058501642,6.741482736,0.971644073,0.324270494,0.56471716
AT3G27560,-0.081990146,-1.058477165,5.037104577,0.868424976,0.351391711,0.59242215
AT3G18980,-0.08198218,-1.058471321,4.494250423,0.514820069,0.473059696,0.70057505
AT3G12770,-0.081979934,-1.058469673,1.887433223,0.106185647,0.744529227,0.87717512
AT3G05090,-0.081964199,-1.058458129,6.255213031,1.586819999,0.207781056,0.43472185
AT2G23670,-0.081961029,-1.058455803,3.048506116,0.25893872,0.610850207,0.797464567
AT1G28510,-0.081920788,-1.05842628,4.975012741,0.657153807,0.417566558,0.653409793
AT3G01450,-0.081882383,-1.058398104,3.346612488,0.45375681,0.500556283,0.721955484
AT5G38660,-0.081864707,-1.058385137,3.986147472,0.540363781,0.462282003,0.69178101
AT2G40420,-0.081861087,-1.058382481,4.443810679,0.44707765,0.503726009,0.724751232
AT3G18730,-0.081850394,-1.058374637,3.487910612,0.304041691,0.581359668,0.778465686
AT5G18420,-0.081832504,-1.058361512,5.132000203,0.912409676,0.339475868,0.580499964
AT3G15850,-0.081783697,-1.058325708,3.781273839,0.410126938,0.521905084,0.738494008
AT3G26680,-0.081764574,-1.05831168,4.375486623,0.677044372,0.410606346,0.648028701
AT3G43670,-0.081739478,-1.058293271,5.797201398,0.618323164,0.431671092,0.665177595
AT2G22230,-0.081681948,-1.058251071,4.953728443,0.457178176,0.498945717,0.720981499
AT2G01510,-0.081662494,-1.058236801,1.652939034,0.089626369,0.764652688,0.887017155
AT1G73130,-0.081647685,-1.058225938,4.23064489,0.437830107,0.508171634,0.728580795
AT1G04290,-0.081646307,-1.058224927,3.795471522,0.462353649,0.496526042,0.719774972
AT4G08250,-0.081585882,-1.058180606,1.163856692,0.041360107,0.838844405,0.925819228
AT5G66320,-0.081582801,-1.058178346,4.141718799,0.417296297,0.518289232,0.736004983
AT3G52070,-0.081579988,-1.058176283,2.669615308,0.139186338,0.709091246,0.856753329
AT4G18570,-0.081538589,-1.058145918,4.855185643,0.455656901,0.499660752,0.721325798
AT3G54430,-0.081460408,-1.058088578,4.36349857,0.445733874,0.504367863,0.725153364
AT1G10520,-0.081455231,-1.058084781,2.425454678,0.132557353,0.715795085,0.860498302
AT3G48610,-0.081437983,-1.058072131,4.100117145,0.416275289,0.518801479,0.736225726
AT3G56730,-0.081418943,-1.058058167,2.066717435,0.140493487,0.707790912,0.856379939
AT3G50430,-0.081416508,-1.058056382,3.887202373,0.415790282,0.519045121,0.736467028
AT1G05900,-0.081394206,-1.058040026,3.990986019,0.322637299,0.570027019,0.771444355
AT5G47480,-0.081369232,-1.058021711,7.268660169,2.147004115,0.14284839,0.345251447
AT1G77510,-0.081360385,-1.058015223,6.281015981,0.640701483,0.423456894,0.658447503
AT1G62820,-0.08132754,-1.057991136,4.216546921,0.650812339,0.419822397,0.655035538
AT5G04690,-0.081278275,-1.057955008,0.856404748,0.045039347,0.831931694,0.923580282
AT4G34760,-0.081256306,-1.057938898,3.559767096,0.289722307,0.590398538,0.784063676
AT5G20620,-0.081252253,-1.057935926,6.503423352,1.179898857,0.277376587,0.514291071
AT1G66340,-0.081249967,-1.05793425,5.686023448,1.132959316,0.287144991,0.525020151
AT4G14230,-0.081207585,-1.057903171,4.42339688,0.397933976,0.528158171,0.742364383
AT2G47790,-0.081201057,-1.057898384,4.791636582,0.786701297,0.375099448,0.615841346
AT1G12530,-0.081115377,-1.057835559,3.954156297,0.420596273,0.516639665,0.734689657
AT5G33300,-0.081058105,-1.057793566,4.439653035,0.759174268,0.383587057,0.623576492
AT5G20060,-0.080990357,-1.057743894,5.760685709,1.731284932,0.188246883,0.408501043
AT4G33200,-0.080894978,-1.057673967,6.336684651,1.278930266,0.258098029,0.494453165
AT1G07140,-0.080875593,-1.057659755,7.587524094,1.927286078,0.165055668,0.376249226
AT2G43900,-0.080862655,-1.05765027,4.948362886,0.474092391,0.491110477,0.715924183
AT5G40340,-0.080721061,-1.057546472,6.128582207,1.23528092,0.266382478,0.503622687
AT5G13790,-0.080719548,-1.057545362,2.446425469,0.135997125,0.712293294,0.857976008
AT1G22870,-0.080702005,-1.057532503,4.855765081,0.594566235,0.440658796,0.673396248
AT4G17740,-0.080665135,-1.057505477,2.83063444,0.261773426,0.608904397,0.796014815
AT1G55090,-0.080661766,-1.057503007,5.754076692,1.10066854,0.294119435,0.532565882
AT2G44940,-0.080656519,-1.057499161,5.255954368,0.595694088,0.440225659,0.67316973
AT4G28540,-0.080611063,-1.057465843,6.660535622,1.956496218,0.161888538,0.371888659
AT1G64385,-0.080607853,-1.057463489,5.097361228,0.899047458,0.343037251,0.583647464
AT5G50780,-0.080597019,-1.057455548,4.629147711,0.693960709,0.404820455,0.642447815
AT3G56240,-0.080594683,-1.057453836,6.574844935,0.913200547,0.339266643,0.580290945
AT2G17540,-0.080577027,-1.057440895,4.069509973,0.565998424,0.451853432,0.683432158
AT5G41940,-0.080566255,-1.057432999,5.871364947,1.484001554,0.22314949,0.453335491
AT3G09850,-0.080534204,-1.057409508,6.347589383,1.400214536,0.236687654,0.469248397
AT1G63490,-0.080528253,-1.057405146,5.179821426,0.872189843,0.35034978,0.591340654
AT1G28420,-0.080513861,-1.057394598,6.502414717,1.550160924,0.213111686,0.441352691
AT1G11500,-0.080468066,-1.057361034,0.725038115,0.038452805,0.844536695,0.928466096
AT4G11360,-0.080449711,-1.057347581,4.986587341,0.364410858,0.546066704,0.755015732
AT5G48340,-0.080391284,-1.057304761,3.725805124,0.474200401,0.491061108,0.715924183
AT1G51720,-0.080357654,-1.057280115,5.424859802,1.001222808,0.317014805,0.557435846
AT1G18560,-0.080316499,-1.057249955,3.302147413,0.366280554,0.545038698,0.754074774
